[2026-06-18 19:16:14,003 ] 26 root - INFO - Initiate the data ingestion
[2026-06-18 19:16:18,756 ] 81 root - INFO - Performed train test split on the dataframe
[2026-06-18 19:16:18,756 ] 83 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-06-18 19:16:18,757 ] 89 root - INFO - Exporting train and test file path.
[2026-06-18 19:16:18,824 ] 98 root - INFO - Exported train and test file path
[2026-06-18 19:16:18,825 ] 31 root - INFO - Data Initiation completed
[2026-06-18 19:16:18,836 ] 35 root - INFO - Initiate the data validation
[2026-06-18 19:16:18,914 ] 32 root - INFO - Required number of columns:2
[2026-06-18 19:16:18,914 ] 33 root - INFO - Data frame has columns:31
[2026-06-18 19:16:18,915 ] 32 root - INFO - Required number of columns:2
[2026-06-18 19:16:18,915 ] 33 root - INFO - Data frame has columns:31
[2026-06-18 19:16:19,332 ] 37 root - INFO - data validation completed
[2026-06-18 19:16:19,334 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-06-18 19:16:19,334 ] 65 root - INFO - starting data transformation
[2026-06-18 19:16:19,387 ] 48 root - INFO - Entered get_data_tranformer_object method of transformation class
[2026-06-18 19:16:19,388 ] 53 root - INFO - Initialise KNNImputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-06-18 19:16:19,416 ] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-06-18 19:16:19,421 ] 50 root - INFO - Exited the save_object meyhod of mainUtils class
[2026-06-18 19:16:19,422 ] 43 root - INFO - Data Transformtion Completed
[2026-06-18 19:16:19,422 ] 46 root - INFO - Model Training Started
[2026-06-18 19:21:06,051 ] 46 root - INFO - Entered the save_object method of MainUtils class
[2026-06-18 19:21:06,052 ] 50 root - INFO - Exited the save_object meyhod of mainUtils class
[2026-06-18 19:21:06,053 ] 126 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_18_2026_19_16_10\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9918256130790191, precision_score=0.9895287958115183, recall_score=0.9941331175399555), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9734368614630159, precision_score=0.9659367396593674, recall_score=0.9810543657331137))
[2026-06-18 19:21:06,054 ] 50 root - INFO - Model Training artifact created
