[2026-06-17 13:35:38,617 ] 24 root - INFO - Initiate the data ingestion
[2026-06-17 13:35:41,771 ] 81 root - INFO - Performed train test split on the dataframe
[2026-06-17 13:35:41,771 ] 83 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-06-17 13:35:41,772 ] 89 root - INFO - Exporting train and test file path.
[2026-06-17 13:35:41,829 ] 98 root - INFO - Exported train and test file path
[2026-06-17 13:35:41,829 ] 29 root - INFO - Data Initiation completed
[2026-06-17 13:35:41,830 ] 33 root - INFO - Initiate the data validation
[2026-06-17 13:35:41,894 ] 32 root - INFO - Required number of columns:2
[2026-06-17 13:35:41,894 ] 33 root - INFO - Data frame has columns:31
[2026-06-17 13:35:41,894 ] 32 root - INFO - Required number of columns:2
[2026-06-17 13:35:41,894 ] 33 root - INFO - Data frame has columns:31
[2026-06-17 13:35:42,043 ] 35 root - INFO - data validation completed
[2026-06-17 13:35:42,043 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-06-17 13:35:42,043 ] 65 root - INFO - starting data transformation
[2026-06-17 13:35:42,066 ] 48 root - INFO - Entered get_data_tranformer_object method of transformation class
[2026-06-17 13:35:42,066 ] 53 root - INFO - Initialise KNNImputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
